0.000 0.150 -0.035
0.002 0.160 -0.025
0.004 0.235 -0.020
0.006 0.175 -0.010
0.008 0.150 -0.005
0.010 0.180 -0.005
0.012 0.185 -0.005
0.014 0.195 -0.010
0.016 0.215 -0.015
0.018 0.165 -0.025
0.020 0.115 -0.035
0.022 0.155 -0.045
0.024 0.190 -0.050
0.026 0.085 -0.050
0.028 0.130 -0.050
0.030 0.140 -0.050
0.032 0.150 -0.040
0.034 0.115 -0.035
0.036 0.180 -0.030
0.038 0.170 -0.030
0.040 0.145 -0.030
0.042 0.145 -0.030
0.044 0.170 -0.030
0.046 0.150 -0.035
0.048 0.115 -0.035
0.050 0.175 -0.035
0.052 0.150 -0.035
0.054 0.170 -0.030
0.056 0.185 -0.025
0.058 0.165 -0.025
0.060 0.150 -0.025
0.062 0.110 -0.030
0.064 0.150 -0.035
0.066 0.145 -0.040
0.068 0.125 -0.045
0.070 0.080 -0.050
0.072 0.110 -0.050
0.074 0.210 -0.045
0.076 0.180 -0.040
0.078 0.145 -0.030
0.080 0.190 -0.025
0.082 0.150 -0.020
0.084 0.140 -0.015
0.086 0.195 -0.015
0.088 0.160 -0.020
0.090 0.140 -0.020
0.092 0.175 -0.025
0.094 0.165 -0.025
0.096 0.180 -0.020
0.098 0.140 -0.015
0.100 0.205 -0.010
0.102 0.235 0.000
0.104 0.245 0.005
0.106 0.195 0.010
0.108 0.170 0.010
0.110 0.140 0.000
0.112 0.080 -0.005
0.114 0.170 -0.015
0.116 0.185 -0.025
0.118 0.210 -0.035
0.120 0.165 -0.035
0.122 0.130 -0.035
0.124 0.170 -0.030
0.126 0.140 -0.020
0.128 0.195 -0.010
0.130 0.225 -0.005
0.132 0.160 0.000
0.134 0.190 0.000
0.136 0.190 -0.005
0.138 0.175 -0.010
0.140 0.140 -0.020
0.142 0.150 -0.030
0.144 0.130 -0.040
0.146 0.150 -0.050
0.148 0.175 -0.050
0.150 0.160 -0.050
0.152 0.125 -0.045
0.154 0.155 -0.035
0.156 0.180 -0.025
0.158 0.155 -0.015
0.160 0.190 -0.005
0.162 0.185 0.005
0.164 0.185 0.005
0.166 0.150 0.005
0.168 0.215 0.005
0.170 0.205 -0.005
0.172 0.155 -0.015
